5052.04317   -83.78   7.01    0  0  
5052.05438   -81.45   6.85    0  0  
5052.06559   -71.03   6.92    0  0  
5052.07680   -92.65   6.96    0  0  
5052.08801   -76.43   6.91    0  0  
5052.09923   -72.59   6.90    0  0  
5052.11044   -83.27   6.87    0  0  
5052.12165   -87.81   6.88    0  0  
5053.11425   -65.38   6.90    0  0  
5053.12894   -79.28   6.85    0  0  
5053.14023   -67.57   7.11    0  0  
5053.93729    -9.14   6.91    0  0  
5053.94850     0.07   6.93    0  0  
5053.95970   -21.48   6.88    0  0  
5053.97091   -14.40   6.87    0  0  
5053.98213   -32.56   6.87    0  0  
5053.99335   -10.54   6.84    0  0  
5054.00457   -24.54   6.83    0  0  
5054.04057   -23.88   6.80    0  0  
5054.05178   -14.33   6.78    0  0  
5054.06300   -13.93   6.82    0  0  
5054.07421   -20.91   6.81    0  0  
5054.08543    -9.03   6.81    0  0  
5054.09665   -18.96   6.75    0  0  
5054.10787   -17.49   6.78    0  0  
5054.11908   -14.29   6.82    0  0  
