4187.0282458    47.510  3.131   0  0 
4187.9868688   -11.519  2.724   0  0 
4188.1216418   -17.687  1.983   0  0 
4188.9526856   -31.952  1.730   0  0 
4189.1198898   -18.613  2.833   0  0 
4216.9391845    -9.996  2.787   0  0 
4247.8595201    33.172  3.285   0  0 
4250.8631201    23.532  3.220   0  0 
4251.9114761     9.184  3.092   0  0 
4548.0273860   -21.876  2.650   0  0 
4548.9213560   -23.449  2.710   0  0 
4602.7768084   -21.876  2.243   0  0 
4603.0188574   -32.254  2.405   0  0 
4603.7631284    -8.145  2.257   0  0 
4604.0678384     4.479  2.972   0  0 
4633.9440081    29.499  3.068   0  0 
4636.8684182    40.693  2.852   0  0 
4639.8365202    30.399  2.983   0  0 
4674.7657219    -1.671  2.364   0  0 
5321.8735364    20.831  2.710   0  0 
6018.9174189    22.118  3.536   0  0 
6079.8231969    27.296  2.955   0  0 
6345.0418205   -21.533  3.037   0  0 
