descriptor x_range m_kepler 
   5980.102346     -38.038916 
   5980.112346     -38.044200 
   5980.122346     -38.049428 
   5980.132346     -38.054599 
   5980.142346     -38.059715 
   5980.152346     -38.064773 
   5980.162346     -38.069776 
   5980.172346     -38.074721 
   5980.182346     -38.079611 
   5980.192346     -38.084443 
   5980.202346     -38.089219 
   5980.212346     -38.093938 
   5980.222346     -38.098600 
   5980.232346     -38.103205 
   5980.242346     -38.107753 
   5980.252346     -38.112244 
   5980.262346     -38.116678 
   5980.272346     -38.121055 
   5980.282346     -38.125375 
   5980.292346     -38.129637 
   5980.302346     -38.133841 
   5980.312346     -38.137989 
   5980.322346     -38.142078 
   5980.332346     -38.146110 
   5980.342346     -38.150085 
   5980.352346     -38.154001 
   5980.362346     -38.157860 
   5980.372346     -38.161661 
   5980.382346     -38.165404 
   5980.392346     -38.169089 
   5980.402346     -38.172715 
   5980.412346     -38.176284 
   5980.422346     -38.179794 
   5980.432346     -38.183246 
   5980.442346     -38.186639 
   5980.452346     -38.189974 
   5980.462346     -38.193251 
   5980.472346     -38.196469 
   5980.482346     -38.199628 
   5980.492346     -38.202728 
   5980.502346     -38.205769 
   5980.512346     -38.208752 
   5980.522346     -38.211675 
   5980.532346     -38.214539 
   5980.542346     -38.217345 
   5980.552346     -38.220091 
   5980.562346     -38.222777 
   5980.572346     -38.225404 
   5980.582346     -38.227972 
   5980.592346     -38.230480 
   5980.602346     -38.232929 
   5980.612346     -38.235318 
   5980.622346     -38.237647 
   5980.632346     -38.239916 
   5980.642346     -38.242125 
   5980.652346     -38.244275 
   5980.662346     -38.246364 
   5980.672346     -38.248393 
   5980.682346     -38.250361 
   5980.692346     -38.252270 
   5980.702346     -38.254118 
   5980.712346     -38.255905 
   5980.722346     -38.257632 
   5980.732346     -38.259298 
   5980.742346     -38.260903 
   5980.752346     -38.262448 
   5980.762346     -38.263932 
   5980.772346     -38.265354 
   5980.782346     -38.266716 
   5980.792346     -38.268016 
   5980.802346     -38.269255 
   5980.812346     -38.270433 
   5980.822346     -38.271550 
   5980.832346     -38.272604 
   5980.842346     -38.273598 
   5980.852346     -38.274529 
   5980.862346     -38.275399 
   5980.872346     -38.276207 
   5980.882346     -38.276953 
   5980.892346     -38.277637 
   5980.902346     -38.278259 
   5980.912346     -38.278819 
   5980.922346     -38.279316 
   5980.932346     -38.279751 
   5980.942346     -38.280124 
   5980.952346     -38.280434 
   5980.962346     -38.280682 
   5980.972346     -38.280866 
   5980.982346     -38.280988 
   5980.992346     -38.281047 
   5981.002346     -38.281043 
   5981.012346     -38.280976 
   5981.022346     -38.280846 
   5981.032346     -38.280652 
   5981.042346     -38.280395 
   5981.052346     -38.280075 
   5981.062346     -38.279691 
   5981.072346     -38.279243 
   5981.082346     -38.278732 
   5981.092346     -38.278157 
   5981.102346     -38.277518 
   5981.112346     -38.276815 
   5981.122346     -38.276048 
   5981.132346     -38.275216 
   5981.142346     -38.274321 
   5981.152346     -38.273361 
   5981.162346     -38.272336 
   5981.172346     -38.271247 
   5981.182346     -38.270093 
   5981.192346     -38.268875 
